time,open,high,low,close,volume
2013-05-07,1.6,1.6,1.5,1.5,42810
2013-05-08,1.4,1.6,1.4,1.5,19570
2013-05-09,1.5,1.6,1.5,1.6,41110
2013-05-10,1.6,1.7,1.6,1.6,43960
2013-05-13,1.6,1.7,1.5,1.6,20810
2013-05-14,1.6,1.7,1.5,1.5,8560
2013-05-15,1.4,1.5,1.4,1.5,217990
2013-05-16,1.5,1.6,1.5,1.6,51820
2013-05-17,1.5,1.7,1.5,1.7,112130
2013-05-20,1.6,1.7,1.6,1.6,87610
2013-05-21,1.6,1.7,1.6,1.6,54340
2013-05-22,1.6,1.7,1.6,1.7,13490
2013-05-23,1.6,1.7,1.6,1.6,62530
2013-05-24,1.6,1.6,1.5,1.6,19620
2013-05-27,1.6,1.7,1.6,1.7,85470
2013-05-28,1.7,1.7,1.6,1.6,22320
2013-05-29,1.6,1.7,1.6,1.7,35420
2013-05-30,1.6,1.7,1.6,1.6,31650
2013-05-31,1.6,1.7,1.6,1.6,43440
2013-06-03,1.6,1.7,1.5,1.6,35050
2013-06-04,1.6,1.6,1.6,1.6,3910
2013-06-05,1.7,1.7,1.6,1.7,5200
2013-06-06,1.6,1.7,1.6,1.7,13120
2013-06-07,1.7,1.7,1.6,1.6,18310
2013-06-10,1.5,1.6,1.5,1.6,5770
2013-06-11,1.6,1.6,1.5,1.6,14230
2013-06-12,1.6,1.6,1.5,1.5,7920
2013-06-13,1.6,1.6,1.5,1.6,35430
2013-06-14,1.7,1.7,1.6,1.7,7820
2013-06-17,1.7,1.7,1.6,1.6,117140
2013-06-18,1.6,1.6,1.5,1.5,31270
2013-06-19,1.6,1.6,1.5,1.6,23160
2013-06-20,1.6,1.7,1.6,1.6,52140
2013-06-21,1.6,1.7,1.5,1.7,5590
2013-06-24,1.6,1.6,1.6,1.6,67290
2013-06-25,1.5,1.6,1.5,1.6,67010
2013-06-26,1.5,1.5,1.5,1.5,6300
2013-06-27,1.4,1.5,1.4,1.5,6670
2013-06-28,1.5,1.6,1.5,1.6,80
2013-07-01,1.5,1.5,1.5,1.5,12020
2013-07-02,1.5,1.6,1.5,1.6,70
2013-07-03,1.5,1.6,1.5,1.6,15120
2013-07-04,1.5,1.6,1.5,1.5,120
2013-07-05,1.5,1.6,1.4,1.6,6010
2013-07-08,1.6,1.6,1.5,1.6,320
2013-07-09,1.6,1.6,1.5,1.5,40
2013-07-10,1.5,1.5,1.4,1.5,4900
2013-07-11,1.5,1.5,1.4,1.4,5670
2013-07-12,1.5,1.5,1.4,1.5,18440
2013-07-15,1.5,1.5,1.4,1.4,11470
2013-07-16,1.4,1.5,1.4,1.4,66310
2013-07-17,1.5,1.5,1.4,1.5,4640
2013-07-18,1.5,1.5,1.5,1.5,5460
2013-07-19,1.4,1.5,1.4,1.4,5830
2013-07-22,1.4,1.4,1.3,1.3,23040
2013-07-23,1.3,1.3,1.2,1.2,102040
2013-07-24,1.2,1.2,1.1,1.1,65910
2013-07-25,1.0,1.1,1.0,1.1,104040
2013-07-26,1.0,1.2,1.0,1.1,5750
2013-07-29,1.1,1.1,1.0,1.0,66410
2013-07-30,1.0,1.0,0.9,1.0,81240
2013-07-31,1.0,1.1,1.0,1.0,15250
2013-08-01,1.0,1.1,1.0,1.0,59580
2013-08-02,1.0,1.1,1.0,1.0,9560
2013-08-05,1.0,1.1,1.0,1.1,7590
2013-08-06,1.1,1.1,1.0,1.1,15610
2013-08-07,1.1,1.1,1.0,1.1,14320
2013-08-08,1.1,1.1,1.0,1.1,35000
2013-08-09,1.0,1.1,1.0,1.0,30450
2013-08-12,1.0,1.1,1.0,1.0,18000
2013-08-13,1.0,1.1,1.0,1.0,41760
