time,open,high,low,close,volume
2013-03-18,2.1,2.1,2.1,2.1,0
2013-03-19,1.9,1.9,1.9,1.9,100
2013-03-20,2.0,2.0,2.0,2.0,900
2013-03-21,1.9,2.0,1.9,2.0,8100
2013-03-22,1.9,2.0,1.9,2.0,1000
2013-03-25,1.8,2.0,1.8,2.0,600
2013-03-26,1.9,1.9,1.8,1.8,4500
2013-03-27,1.7,1.8,1.7,1.8,7000
2013-03-28,1.9,1.9,1.8,1.8,400
2013-03-29,1.8,1.8,1.8,1.8,0
2013-04-01,1.9,1.9,1.9,1.9,100
2013-04-02,1.9,1.9,1.8,1.9,20600
2013-04-03,1.7,1.8,1.7,1.8,12100
2013-04-04,1.7,1.7,1.7,1.7,10800
2013-04-05,1.7,1.7,1.6,1.6,6800
2013-04-08,1.5,1.7,1.5,1.7,75600
2013-04-09,1.7,1.7,1.6,1.6,2800
2013-04-10,1.6,1.6,1.6,1.6,400
2013-04-11,1.5,1.6,1.5,1.5,7700
2013-04-12,1.5,1.5,1.5,1.5,3900
2013-04-15,1.5,1.6,1.5,1.5,10100
2013-04-16,1.5,1.6,1.5,1.6,2700
2013-04-17,1.6,1.7,1.5,1.5,4500
2013-04-18,1.6,1.6,1.5,1.5,4700
2013-04-22,1.5,1.6,1.5,1.6,1100
2013-04-23,1.6,1.6,1.6,1.6,3000
2013-04-24,1.5,1.5,1.5,1.5,25100
2013-04-25,1.5,1.6,1.5,1.6,900
2013-04-26,1.5,1.6,1.5,1.6,16000
2013-05-02,1.5,1.5,1.5,1.5,7000
2013-05-03,1.5,1.5,1.5,1.5,0
2013-05-06,1.6,1.6,1.4,1.6,5700
2013-05-07,1.6,1.6,1.6,1.6,0
2013-05-08,1.5,1.5,1.5,1.5,1300
2013-05-09,1.4,1.6,1.4,1.6,200
2013-05-10,1.6,1.6,1.5,1.5,3100
2013-05-13,1.5,1.5,1.5,1.5,500
2013-05-14,1.5,1.5,1.5,1.5,1100
2013-05-15,1.5,1.5,1.5,1.5,0
2013-05-16,1.5,1.5,1.5,1.5,1400
2013-05-17,1.5,1.6,1.5,1.6,2600
2013-05-20,1.6,1.7,1.6,1.6,15100
2013-05-21,1.7,1.7,1.7,1.7,100
2013-05-22,1.6,1.8,1.6,1.8,24800
2013-05-23,1.7,1.8,1.7,1.7,15700
2013-05-24,1.8,1.8,1.8,1.7,100
2013-05-27,1.8,1.8,1.7,1.8,10200
2013-05-28,1.8,1.8,1.7,1.8,400
2013-05-29,1.7,1.7,1.7,1.7,200
2013-05-30,1.6,1.6,1.6,1.6,7700
2013-05-31,1.7,1.7,1.6,1.7,10600
2013-06-03,1.7,1.7,1.7,1.7,100
2013-06-04,1.6,1.7,1.6,1.7,3900
2013-06-05,1.6,1.6,1.6,1.6,500
2013-06-06,1.6,1.7,1.6,1.7,9800
2013-06-07,1.6,1.6,1.6,1.6,10500
2013-06-10,1.6,1.6,1.5,1.5,5500
2013-06-11,1.5,1.5,1.5,1.5,0
2013-06-12,1.6,1.6,1.6,1.6,100
2013-06-13,1.6,1.7,1.6,1.7,600
2013-06-14,1.7,1.7,1.6,1.6,1400
2013-06-17,1.5,1.5,1.5,1.5,300
2013-06-18,1.6,1.6,1.6,1.6,100
2013-06-19,1.7,1.7,1.6,1.7,69400
2013-06-20,1.7,1.8,1.7,1.8,14200
2013-06-21,1.8,1.8,1.8,1.8,100
2013-06-24,1.8,1.8,1.7,1.7,300
2013-06-25,1.6,1.6,1.6,1.6,4100
2013-06-26,1.5,1.7,1.5,1.6,91100
2013-06-27,1.5,1.5,1.5,1.5,9900
2013-06-28,1.4,1.6,1.4,1.6,200
2013-07-01,1.5,1.5,1.5,1.5,3300
2013-07-02,1.5,1.5,1.4,1.5,2300
2013-07-03,1.5,1.6,1.5,1.6,6200
2013-07-04,1.6,1.6,1.5,1.5,600
2013-07-05,1.5,1.6,1.5,1.5,4300
2013-07-08,1.4,1.6,1.4,1.5,5200
2013-07-09,1.6,1.6,1.5,1.5,2200
2013-07-10,1.6,1.6,1.5,1.5,600
2013-07-11,1.5,1.5,1.4,1.4,13000
2013-07-12,1.5,1.5,1.5,1.5,6500
2013-07-15,1.6,1.6,1.6,1.6,100
2013-07-16,1.6,1.6,1.5,1.5,1400
2013-07-17,1.4,1.6,1.4,1.5,800
2013-07-18,1.5,1.6,1.4,1.4,3600
2013-07-19,1.4,1.5,1.4,1.5,5600
2013-07-22,1.4,1.4,1.4,1.4,400
2013-07-23,1.4,1.4,1.4,1.4,0
2013-07-24,1.4,1.5,1.4,1.5,400
2013-07-25,1.4,1.5,1.4,1.5,600
2013-07-26,1.4,1.4,1.4,1.4,11500
2013-07-29,1.4,1.4,1.4,1.4,900
2013-07-30,1.4,1.4,1.4,1.4,11700
2013-07-31,1.4,1.4,1.4,1.4,0
2013-08-01,1.4,1.4,1.4,1.4,0
2013-08-02,1.4,1.4,1.4,1.4,1700
2013-08-05,1.3,1.3,1.3,1.3,300
2013-08-06,1.3,1.3,1.3,1.3,0
2013-08-07,1.3,1.4,1.2,1.4,19300
2013-08-08,1.3,1.3,1.3,1.3,1000
2013-08-09,1.3,1.3,1.2,1.3,7700
2013-08-12,1.2,1.2,1.2,1.2,2000
2013-08-13,1.2,1.3,1.2,1.3,1100
2013-08-14,1.3,1.3,1.3,1.3,2000
2013-08-15,1.2,1.4,1.2,1.4,9800
2013-08-16,1.3,1.3,1.3,1.3,100
2013-08-19,1.4,1.4,1.4,1.4,100
2013-08-20,1.3,1.3,1.3,1.3,1400
2013-08-21,1.2,1.4,1.2,1.4,300
2013-08-22,1.3,1.3,1.3,1.3,100
2013-08-23,1.3,1.3,1.2,1.2,200
2013-08-26,1.3,1.3,1.3,1.3,1000
2013-08-27,1.3,1.4,1.3,1.4,8200
2013-08-28,1.3,1.3,1.3,1.3,32500
2013-08-29,1.4,1.4,1.4,1.4,300
2013-08-30,1.3,1.5,1.3,1.4,27700
2013-09-03,1.3,1.4,1.3,1.4,20600
2013-09-04,1.4,1.4,1.4,1.4,100
2013-09-05,1.4,1.4,1.4,1.4,5300
2013-09-06,1.4,1.4,1.4,1.4,5000
2013-09-09,1.4,1.4,1.4,1.4,0
2013-09-10,1.3,1.4,1.3,1.4,2500
2013-09-11,1.3,1.4,1.3,1.4,4600
2013-09-12,1.4,1.4,1.4,1.4,0
2013-09-13,1.4,1.4,1.4,1.4,0
2013-09-16,1.4,1.4,1.4,1.4,0
2013-09-17,1.3,1.3,1.3,1.3,100
2013-09-18,1.3,1.3,1.3,1.3,3000
2013-09-19,1.4,1.4,1.4,1.4,100
2013-09-20,1.4,1.4,1.4,1.4,0
2013-09-23,1.3,1.3,1.3,1.3,17400
2013-09-24,1.3,1.3,1.3,1.3,0
2013-09-25,1.4,1.4,1.4,1.4,100
2013-09-26,1.4,1.4,1.4,1.4,0
2013-09-27,1.3,1.4,1.3,1.4,200
2013-09-30,1.4,1.4,1.4,1.4,100
2013-10-01,1.4,1.4,1.4,1.4,200
2013-10-02,1.4,1.4,1.3,1.3,3200
2013-10-03,1.3,1.4,1.2,1.3,16000
2013-10-04,1.4,1.4,1.4,1.4,100
2013-10-07,1.4,1.4,1.3,1.4,6500
2013-10-08,1.4,1.4,1.4,1.4,100
2013-10-09,1.3,1.4,1.3,1.4,67600
2013-10-10,1.4,1.5,1.3,1.3,8800
2013-10-11,1.4,1.4,1.4,1.4,100
2013-10-14,1.3,1.3,1.3,1.3,100
2013-10-15,1.4,1.4,1.3,1.3,5000
2013-10-16,1.4,1.4,1.4,1.4,100
2013-10-17,1.4,1.4,1.3,1.3,200
2013-10-18,1.4,1.4,1.4,1.4,15100
2013-10-21,1.5,1.5,1.5,1.5,100
2013-10-22,1.4,1.5,1.4,1.5,1500
2013-10-23,1.4,1.5,1.4,1.4,24500
2013-10-24,1.4,1.4,1.3,1.3,2000
2013-10-25,1.4,1.4,1.3,1.4,1400
2013-10-28,1.4,1.5,1.4,1.5,20700
2013-10-29,1.5,1.5,1.4,1.5,17600
2013-10-30,1.4,1.4,1.4,1.4,400
2013-10-31,1.4,1.4,1.4,1.4,0
2013-11-01,1.4,1.5,1.4,1.5,30000
2013-11-04,1.5,1.6,1.5,1.5,25500
2013-11-05,1.5,1.6,1.5,1.6,66400
2013-11-06,1.7,1.7,1.5,1.7,54800
2013-11-07,1.6,1.6,1.6,1.6,33400
2013-11-08,1.6,1.7,1.6,1.7,40110
2013-11-11,1.8,1.8,1.6,1.8,19500
2013-11-12,1.9,1.9,1.9,1.9,92600
2013-11-13,2.0,2.0,2.0,2.0,3300
2013-11-14,2.2,2.2,2.2,2.2,13600
2013-11-15,2.4,2.4,2.4,2.4,111300
2013-11-18,2.6,2.6,2.6,2.6,73510
2013-11-19,2.8,2.8,2.8,2.8,13100
2013-11-20,3.0,3.0,3.0,3.0,347100
2013-11-21,3.3,3.3,3.3,3.3,305835
2013-11-22,3.6,3.6,3.6,3.3,164200
2013-11-25,3.9,3.9,3.9,3.9,26800
2013-11-26,4.2,4.2,4.0,4.2,517488
2013-11-27,4.6,4.6,4.6,4.6,9000
2013-11-28,5.0,5.0,4.7,5.0,350900
2013-11-29,5.4,5.5,4.5,4.5,89082
2013-12-02,4.1,4.1,4.1,4.1,818
2013-12-03,3.7,4.3,3.7,3.7,374800
2013-12-04,3.7,3.7,3.4,3.4,248510
2013-12-05,3.1,3.2,3.1,3.1,138100
2013-12-06,2.8,3.4,2.8,3.1,238000
2013-12-09,3.1,3.1,2.8,2.8,153100
2013-12-10,2.8,3.0,2.6,3.0,148700
2013-12-11,3.0,3.0,2.7,2.7,228500
2013-12-12,2.6,2.7,2.5,2.6,34600
2013-12-13,2.5,2.8,2.5,2.8,89500
2013-12-16,2.9,3.0,2.9,3.0,124800
2013-12-17,3.2,3.3,3.2,3.3,59500
2013-12-18,3.5,3.6,3.0,3.0,93000
2013-12-19,3.0,3.0,2.8,2.8,85300
2013-12-20,2.8,3.0,2.7,3.0,131900
2013-12-23,3.2,3.2,2.9,3.0,57600
2013-12-24,2.9,2.9,2.7,2.8,32800
2013-12-25,2.8,2.9,2.8,2.8,41900
2013-12-26,2.9,2.9,2.8,2.8,52900
2013-12-27,2.9,3.0,2.8,3.0,147250
2013-12-30,3.0,3.0,2.7,2.8,49900
2013-12-31,2.9,2.9,2.7,2.8,64100
2014-01-02,2.8,2.9,2.7,2.8,51600
2014-01-03,2.7,2.8,2.7,2.7,70200
2014-01-06,2.7,2.9,2.7,2.9,70700
2014-01-07,2.9,2.9,2.7,2.8,45300
2014-01-08,2.8,2.9,2.7,2.9,43200
2014-01-09,2.8,3.0,2.8,2.9,115700
2014-01-10,2.8,3.0,2.8,2.9,70800
2014-01-13,2.8,2.9,2.8,2.8,33400
2014-01-14,2.8,2.9,2.7,2.8,34400
2014-01-15,2.7,2.9,2.7,2.9,128700
2014-01-16,2.8,2.9,2.8,2.8,51200
2014-01-17,2.8,2.8,2.7,2.7,74200
2014-01-20,2.7,2.7,2.5,2.5,47700
2014-01-21,2.4,2.5,2.3,2.5,10900
2014-01-22,2.4,2.5,2.3,2.5,93800
2014-01-23,2.4,2.7,2.4,2.6,16000
2014-01-24,2.5,2.6,2.5,2.6,5500
2014-01-27,2.4,2.6,2.4,2.6,25900
2014-02-06,2.5,2.7,2.5,2.7,5900
2014-02-07,2.7,2.7,2.6,2.7,19800
2014-02-10,2.5,2.7,2.5,2.7,25300
2014-02-11,2.7,2.7,2.6,2.7,36300
2014-02-12,2.6,2.7,2.6,2.7,7200
2014-02-13,2.6,2.6,2.6,2.6,51900
2014-02-14,2.6,2.8,2.6,2.7,47900
2014-02-17,2.7,2.7,2.6,2.7,17700
2014-02-18,2.6,2.7,2.5,2.5,33700
2014-02-19,2.6,2.7,2.6,2.6,29900
2014-02-20,2.6,2.7,2.5,2.6,34500
2014-02-21,2.5,2.6,2.5,2.6,40700
2014-02-24,2.6,2.6,2.5,2.6,44900
2014-02-25,2.5,2.7,2.5,2.5,49900
2014-02-26,2.6,2.7,2.6,2.7,175900
2014-02-27,2.8,2.9,2.8,2.9,29100
2014-02-28,3.1,3.1,3.1,3.1,173910
2014-03-03,3.4,3.4,2.8,2.8,220200
2014-03-04,2.8,3.0,2.7,3.0,51400
2014-03-05,3.1,3.1,2.7,2.9,66600
